updatedAt,content,createdAt,entities,geo,id,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,adminArea1,adminArea3,adminArea4,adminArea5,formattedAddress,postalCode,streetAddress,addressComponents,coords,latitude,longitude,tag1,tag2,tag3,lang
2014-05-09 19:28:29.259855,"A July 29 Vanity Fair story quoted a young woman in northern Syria as saying that while imprisoned during an unspecified period she was forced to watch soldiers beat her mother. “I did not care what they did to me,” she said. “But to see my mother suffering…” As a form of psychological torture, the soldiers told each of the women that they were going to rape the other, she said, calling it “the most terrible psychological pressure.”

The story goes on to say that a young woman in Aleppo “said she was arrested by government troops for putting up revolutionary posters. She was partially stripped, blindfolded, and tied to a chair. ‘Then they said they would pass me from man to man.’”

The author of the piece said she learned that “rape, or the threat of rape, has become a daily reality in Syria.”

The dates and exact locations of the reported sexualized violence are unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers and aid workers, WMC’s Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:23:58.537530,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Halab (Aleppo), Syria', 'adminArea5': 'Halab (Aleppo)'}, 'coords': [37.159279, 36.215549]}",_4Df5zswRM2c8TAbPjcIhQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-29T20:47:00.000Z,34369-236,ushahidi,Vanity Fair story says women threatened with rape while imprisoned,"[{'name': '7F. Threat of forced vaginal, anal, or oral entry', 'confidence': 1}, {'name': '7M. Threat by multiple attackers', 'confidence': 1}]",2014-05-09 19:28:29.259855,Syria,,,Halab (Aleppo),"Halab (Aleppo), Syria",,,"{'adminArea1': 'Syria', 'formattedAddress': 'Halab (Aleppo), Syria', 'adminArea5': 'Halab (Aleppo)'}","[37.159279, 36.215549]",36.215549,37.159279,"7F. Threat of forced vaginal, anal, or oral entry",7M. Threat by multiple attackers,,en
2014-05-09 19:29:24.593673,"Field Notes 3.2012

(The First Day)
 
On a hill near the southern shore of Lake Erie two young parents chose to adopt a little girl they did not know after coming to watch her on the swings as she watched the lake. They did not think much of the fact that the Lake Erie basin generated and bore me nor consider the implications of my drinking the lake daily for the better part of this life. They never spoke to me of the profundity of Erie’s water dribbling down my chin after biting fruit that she has engorged through backyard waterings. Her water in my body has been an emerging sacrament that none of us recognized.

On the day of my awakening to Lake Erie, she is grey and green and dark and reflective. Restless. Engulfing. Gulls notice her every gesture. I attend to the water and notice what I notice.

Awareness of her magnificent, enormous, trembling Being fills me with a tacit understanding of all the years of my deep water dreaming, of water imagery in my art forms, of the deeply felt necessity to dwell in water-lands. It fills me with a lively sense of the water, taking me beyond mere experiences into a boundary-less feeling-space.

This understanding is not of the mind but in the body and at the heart center. I feel to the water, leaning from the heart with great intensity, and say to her, “I give myself to you. I do not know what this means but my work is a service arising from you and I feel you giving it as a gift. I dedicate myself to you in completion of the gift.” And in that instant, I “awake” to the elegant, undivided Knowledge of water as a Living Being.

(The Second Day) 

On this day I am disturbed in my body. Ordinary requirements make no sense and my practice is not aligned with the gifts of the previous day. I feel rankled and sour, wanting only to rest in contemplation, to have just one moment to honor the gift, forgetting that every moment is given to either honor the gift or to make sacrilege of it. My husband suggests I go back to the lake.

As I enter the lakefront park at downtown Cleveland, Ohio (a different part of the shore than yesterday), a large lake gull is perched on a pier. It is a magnificent bird – white with gray on parts of its white wings. The tips of the wings are a long splash of black with a row of white spots.

We consider each other for a very long time. I feel to it, again leaning from the heart with great intensity, “You are beautiful! I want you to feel my appreciation! You are just beautiful! Your feathers are stunning! I would be so grateful to find just one feather like that to become part of my lake totem; a feather to carry my intention for this work.” When I walk on, this thought is held very lightly and then forgotten.

This day the sky and water are nearly the same color and resonance. They are soft, misty grey and clouds slightly emerge from time to time. Their shapes are a swept form, tinted by late-in-the-day light. I sit on a wall, watching. One-by-one, forty-three geese melt across the glassy surface to a far break-wall; their pace is measured and untroubled. 

My breathing becomes measured and untroubled, too, and I finally feel ready to transition with the water’s gifts into the context of my ordinary living. Leaving the park, I am alone in the cultivated space of lawn, trees, piers, and city skyline. 

As I walk past an upward sloping area of grass I notice a white fluff on the green ahead. Here are not merely feathers but two perfectly excised white wings from a gull identical to the one to which I was sending love just an hour before. Of this second gully, there is absolutely nothing left but the wings. This surgical amputation could only have been done by a hawk, one that perhaps makes its home on the nearby skyscrapers.

Having hoped for a single feather, I am thunderstruck by the gift of two whole and exquisite wings, a pair made for flight. And I am deeply moved by the ceremony of life and death enacted by both prey and predator that seems an intentional communication by this place where land and water meet. By this sign, the water obligates me to its service, and I accept.

*** 
note: wings featured in above image",2014-05-04T05:34:11.830450,,"{'addressComponents': {'adminArea3': 'OH', 'adminArea1': 'United States', 'adminArea4': 'Cuyahoga Co.', 'adminArea5': 'Cleveland', 'streetAddress': 'Cleveland Memorial Shoreway', 'postalCode': '44102', 'formattedAddress': 'Cleveland Memorial Shoreway, Cleveland, OH 44102'}, 'coords': [-81.736994, 41.489247]}",FepdhJ1rSsqiA-AWbQiM0g,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-29T13:07:00.000Z,36776-126,ushahidi,Awakening to the Waters,"[{'name': 'Stories & Places', 'confidence': 1}]",2014-05-09 19:29:24.593673,United States,OH,Cuyahoga Co.,Cleveland,"Cleveland Memorial Shoreway, Cleveland, OH 44102",44102,Cleveland Memorial Shoreway,"{'adminArea3': 'OH', 'adminArea1': 'United States', 'adminArea4': 'Cuyahoga Co.', 'adminArea5': 'Cleveland', 'streetAddress': 'Cleveland Memorial Shoreway', 'postalCode': '44102', 'formattedAddress': 'Cleveland Memorial Shoreway, Cleveland, OH 44102'}","[-81.736994, 41.489247]",41.489247,-81.736994,Stories & Places,,,en
2014-05-09 19:33:26.978674,DE LA CANCHA DE CENTRAL AL PUENTE ROSARIO VICTORIA YENDO POR LA COSTANERA.,2014-05-04T06:17:14.459527,,"{'addressComponents': {'adminArea3': 'Santa Fe', 'adminArea1': 'Argentina', 'adminArea4': 'Rosario', 'adminArea5': 'Rosario', 'streetAddress': 'Avenida Dr. Carlos Colombres 1030', 'postalCode': '2000', 'formattedAddress': 'Avenida Dr. Carlos Colombres 1030, 2000 Rosario, Argentina'}, 'coords': [-60.680579, -32.903122]}",6LONgk1NQ0Ocv4XTTHToZg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-28T21:17:00.000Z,46247-145,ushahidi,DE LA CANCHA AL PUENTE,"[{'name': 'Running', 'confidence': 1}, {'name': 'Caminata', 'confidence': 1}]",2014-05-09 19:33:26.978674,Argentina,Santa Fe,Rosario,Rosario,"Avenida Dr. Carlos Colombres 1030, 2000 Rosario, Argentina",2000,Avenida Dr. Carlos Colombres 1030,"{'adminArea3': 'Santa Fe', 'adminArea1': 'Argentina', 'adminArea4': 'Rosario', 'adminArea5': 'Rosario', 'streetAddress': 'Avenida Dr. Carlos Colombres 1030', 'postalCode': '2000', 'formattedAddress': 'Avenida Dr. Carlos Colombres 1030, 2000 Rosario, Argentina'}","[-60.680579, -32.903122]",-32.903122,-60.680579,Running,Caminata,,en
2014-05-09 19:32:14.620409,DEL ALTO ROSARIO SHOPPING AL PORTAL ROSARIO SHOPPING,2014-05-04T06:17:08.606733,,"{'addressComponents': {'adminArea3': 'Santa Fe', 'adminArea1': 'Argentina', 'adminArea4': 'Rosario', 'adminArea5': 'Rosario', 'streetAddress': 'Almafuerte 1363', 'postalCode': '2000', 'formattedAddress': 'Almafuerte 1363, 2000 Rosario, Argentina'}, 'coords': [-60.682294, -32.917346]}",apAbd5NbRuaUdryyOATdxQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-28T21:10:00.000Z,46247-143,ushahidi,DE SHOPPING EN SHOPPING EN ROLLERS,"[{'name': 'Rollers', 'confidence': 1}]",2014-05-09 19:32:14.620409,Argentina,Santa Fe,Rosario,Rosario,"Almafuerte 1363, 2000 Rosario, Argentina",2000,Almafuerte 1363,"{'adminArea3': 'Santa Fe', 'adminArea1': 'Argentina', 'adminArea4': 'Rosario', 'adminArea5': 'Rosario', 'streetAddress': 'Almafuerte 1363', 'postalCode': '2000', 'formattedAddress': 'Almafuerte 1363, 2000 Rosario, Argentina'}","[-60.682294, -32.917346]",-32.917346,-60.682294,Rollers,,,en
2014-05-09 19:28:57.843551,"Saudi police are searching for an Indonesian housemaid accused by her employer of casting a magic spell on all his family, causing fainting and epileptic fits to them.",2014-05-04T05:29:13.625311,,"{'addressComponents': {'adminArea3': 'Riyadh', 'postalCode': '12431', 'adminArea1': 'Saudi Arabia', 'formattedAddress': 'Riyadh, Saudi Arabia', 'adminArea5': 'Riyadh'}, 'coords': [46.724167, 24.711667]}",OeZUZEqESUmuSx5-ypz14A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-28T17:06:00.000Z,34416-337,ushahidi,Saudi police on the hunt for a 'witch' housemaid,"[{'name': 'News', 'confidence': 1}, {'name': 'Miscarriage of justice/unfair treatment', 'confidence': 1}]",2014-05-09 19:28:57.843551,Saudi Arabia,Riyadh,,Riyadh,"Riyadh, Saudi Arabia",12431,,"{'adminArea3': 'Riyadh', 'postalCode': '12431', 'adminArea1': 'Saudi Arabia', 'formattedAddress': 'Riyadh, Saudi Arabia', 'adminArea5': 'Riyadh'}","[46.724167, 24.711667]",24.711667,46.724167,News,Miscarriage of justice/unfair treatment,,en
2014-05-09 19:09:18.649185,Looking to communicate and meet others and to increase my knowledge,2014-05-04T05:06:58.247292,,"{'addressComponents': {'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Brighton and Hove', 'adminArea5': 'Brighton', 'streetAddress': '115 Western Road', 'postalCode': 'BN1 2', 'formattedAddress': '115 Western Road, Brighton, BN1 2'}, 'coords': [-0.155185, 50.825339]}",fNssOk0aTCmwt_B0NBm9pA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-28T01:17:00.000Z,27563-194,ushahidi,Looking to communicate and meet others (please leave an email!),"[{'name': 'Lawful Rebellion', 'confidence': 1}, {'name': 'White Rabbit / Community Trust Contact', 'confidence': 1}, {'name': 'Occupy Camps!', 'confidence': 1}, {'name': 'Trials', 'confidence': 1}]",2014-05-09 19:09:18.649185,United Kingdom,England,Brighton and Hove,Brighton,"115 Western Road, Brighton, BN1 2",BN1 2,115 Western Road,"{'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Brighton and Hove', 'adminArea5': 'Brighton', 'streetAddress': '115 Western Road', 'postalCode': 'BN1 2', 'formattedAddress': '115 Western Road, Brighton, BN1 2'}","[-0.155185, 50.825339]",50.825339,-0.155185,Lawful Rebellion,White Rabbit / Community Trust Contact,Occupy Camps!,en
2014-05-09 19:33:27.308139,<p>3km</p>,2014-05-04T06:17:16.760492,,"{'addressComponents': {'adminArea3': 'Santa Fe', 'adminArea1': 'Argentina', 'adminArea4': 'Rosario', 'adminArea5': 'Rosario', 'streetAddress': 'Boulevard 27 de Febrero 2922', 'postalCode': '2000', 'formattedAddress': 'Boulevard 27 de Febrero 2922, 2000 Rosario, Argentina'}, 'coords': [-60.668445, -32.962887]}",iejULEnkSxSVc_Txa6woKA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-27T20:53:00.000Z,46247-133,ushahidi,3km,"[{'name': 'Caminata', 'confidence': 1}]",2014-05-09 19:33:27.308139,Argentina,Santa Fe,Rosario,Rosario,"Boulevard 27 de Febrero 2922, 2000 Rosario, Argentina",2000,Boulevard 27 de Febrero 2922,"{'adminArea3': 'Santa Fe', 'adminArea1': 'Argentina', 'adminArea4': 'Rosario', 'adminArea5': 'Rosario', 'streetAddress': 'Boulevard 27 de Febrero 2922', 'postalCode': '2000', 'formattedAddress': 'Boulevard 27 de Febrero 2922, 2000 Rosario, Argentina'}","[-60.668445, -32.962887]",-32.962887,-60.668445,Caminata,,,en
2014-05-09 19:30:00.663255,"For my project we had 3100 sq. ft. of turf we removed, for which we received a rebate check from the county for $3100.00 after we finished.  That paid for most, if not all of the plants and materials we used.  I started off by renting a sod cutter and cutting the top layer of grass, then rolling up and removing it.  Next I raked out as many remaining roots as possible. Some people choose to spray their yard with herbicides to kill their grass rather than dig it up and compost it like I did.  While this may be a quicker result, I don’t like the idea of spraying these highly toxic substances on my yard that could affect my family, neighbor’s pets, wildlife, water quality, etc.  I then contoured the yard and formed the dry creek bed and bio-swales where I wanted to capture as much rain water runoff from the property as possible.  I incorporated my landscape design around the downspouts from my roof and how I would use this runoff in my landscape.  After contouring the soil I covered the entire site with compost, watered heavily, and then put down a layer of cardboard as a bio-degradable weed barrier.   After all the cardboard was in place we got some Surfrider volunteers to help put in the plants and then covered it all with 4-6 inches of mulch.  Our landscape also has a large portion of veggie boxes and edibles, and the 6 fruit trees are all irrigated with grey water from our washing machine which further reduces our water usage.  We have approximately 1600 sq. ft. of roof plus another 5000 sq. ft. of yard and driveway which captures a lot of rainwater.  All of this rainwater is diverted into the yard and using bio-swales, staying on the property, preventing runoff and keeping our oceans clean.",2014-05-04T05:41:26.242580,,"{'addressComponents': {'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'Orange Co.', 'adminArea5': 'Seal Beach', 'streetAddress': '593 Laguna Pl', 'postalCode': '90740', 'formattedAddress': '593 Laguna Pl, Seal Beach, CA 90740'}, 'coords': [-118.096965, 33.744807]}",6c0Ns4XKSLqfzhLSON8Wjg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-26T00:34:00.000Z,12605-137,ushahidi,"521 Laguna Pl., Seal Beach, CA","[{'name': 'Retention - Downspout Re-direct', 'confidence': 1}, {'name': 'Permeability - Healthy Living Soil', 'confidence': 1}, {'name': 'Permeability - Permeable Hardscape', 'confidence': 1}, {'name': 'Retention - Sponge Gardens', 'confidence': 1}, {'name': 'Conservation - Mulch', 'confidence': 1}, {'name': 'Conservation - Plants', 'confidence': 1}]",2014-05-09 19:30:00.663255,United States,CA,Orange Co.,Seal Beach,"593 Laguna Pl, Seal Beach, CA 90740",90740,593 Laguna Pl,"{'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'Orange Co.', 'adminArea5': 'Seal Beach', 'streetAddress': '593 Laguna Pl', 'postalCode': '90740', 'formattedAddress': '593 Laguna Pl, Seal Beach, CA 90740'}","[-118.096965, 33.744807]",33.744807,-118.096965,Retention - Downspout Re-direct,Permeability - Healthy Living Soil,Permeability - Permeable Hardscape,en
2014-05-09 19:28:30.356307,"Chennai-based daily newspaper The Hindu ran a story on July 25 that contains the story of a woman named Um Firas, who says she witnessed naked women used as human shields in Homs. 

Now living in Mafraq, Jordan, Um Firas said: “I saw maybe 100 women stripped naked and used as human shields, forced to walk on all sides of the army tanks during the fighting. When their tanks rolled back into the Alawite neighborhood, the women disappeared with them.”

She did not state when this occurred but told the paper she left Homs more than a year ago. 

Another report on our map (from the Toronto Star) also talks about women being used as human shields and raped in front of tanks in Homs in March: https://womenundersiegesyria.crowdmap.com/reports/view/182. And this YouTube video mentions that women were allegedly used as human shields in Al Huswayieh, south of Homs, in January: https://womenundersiegesyria.crowdmap.com/reports/view/151.

Um Firas told The Hindu that she is concerned for her teenage daughter, who spent time in the sun in Syria to darken her skin make herself less desirable in order to prevent rape. “She told me, ‘If I turn black, the shabiha [pro-government militia] might not want to rape me,” she said. “They were targeting women. Iranian and Hezbollah fighters came into our neighborhood with their swords drawn. The women they found, they raped. They burned our homes.”

The dates of the reported sexualized violence are unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers and aid workers, WMC’s Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:24:10.070979,,"{'addressComponents': {'streetAddress': '5', 'adminArea1': 'Syria', 'formattedAddress': '5, Syria'}, 'coords': [36.71817, 34.733879]}",xwAS78LZRK6bumDiQrjCpA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-25T19:15:00.000Z,34369-235,ushahidi,Woman says she witnessed women stripped and used as human shields,"[{'name': '2GF. Sexualized violence without penetration (by government forces)', 'confidence': 1}, {'name': '3OF. Forced vaginal, anal or oral entry (by other or unknown forces)', 'confidence': 1}]",2014-05-09 19:28:30.356307,Syria,,,,"5, Syria",,5,"{'streetAddress': '5', 'adminArea1': 'Syria', 'formattedAddress': '5, Syria'}","[36.71817, 34.733879]",34.733879,36.71817,2GF. Sexualized violence without penetration (by government forces),"3OF. Forced vaginal, anal or oral entry (by other or unknown forces)",,en
2014-05-09 19:32:45.408847,"Swollen and painful lymph glands, body aches, high fever  within 4 hours of leaving beach.  I was atTamarack Beach in Carlsbad, CA",2014-05-04T06:01:51.732874,,"{'addressComponents': {'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'San Diego Co.', 'adminArea5': 'Carlsbad', 'streetAddress': '3016 Carlsbad Blvd', 'postalCode': '92008', 'formattedAddress': '3016 Carlsbad Blvd, Carlsbad, CA 92008'}, 'coords': [-117.350594, 33.158093]}",AyLnysQHTxWByzbfiYiYJA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-24T13:14:00.000Z,41134-134,ushahidi,Sick after snorkeling,"[{'name': 'Illness / Enfermedad', 'confidence': 1}]",2014-05-09 19:32:45.408847,United States,CA,San Diego Co.,Carlsbad,"3016 Carlsbad Blvd, Carlsbad, CA 92008",92008,3016 Carlsbad Blvd,"{'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'San Diego Co.', 'adminArea5': 'Carlsbad', 'streetAddress': '3016 Carlsbad Blvd', 'postalCode': '92008', 'formattedAddress': '3016 Carlsbad Blvd, Carlsbad, CA 92008'}","[-117.350594, 33.158093]",33.158093,-117.350594,Illness / Enfermedad,,,en
2014-05-09 19:32:53.158525,http://youtu.be/DAU6bI8KMsE,2014-05-04T06:04:50.986869,,"{'addressComponents': {'formattedAddress': 'Greenlee County, Arizona'}, 'coords': [-60.205078, 44.024422]}",MuJTXgigSx2WnvxJaZMBHg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-24T13:07:00.000Z,50423-416,ushahidi,Arizona geo Engineering aka Chem Trails..,"[{'name': 'Chemtrails', 'confidence': 1}, {'name': 'Directed Energy', 'confidence': 1}, {'name': 'Geoengineering', 'confidence': 1}, {'name': 'Weather Modification', 'confidence': 1}]",2014-05-09 19:32:53.158525,,,,,"Greenlee County, Arizona",,,"{'formattedAddress': 'Greenlee County, Arizona'}","[-60.205078, 44.024422]",44.024422,-60.205078,Chemtrails,Directed Energy,Geoengineering,en
2014-05-09 19:28:39.320175,"FabLab Namibia is a one of a kind facility, where off the bat we designed a creative space using modular housing containers, a fresh and out there studio setup to address the local needs of our entrepreneurs and SME's through years of research and development the lab is now almost completely setup. We have a dedicated garment technology centre, with knife cutting machine for fabric but also packaging and shoes etc, embroidery machine and various sewing machines. The software we run here is Optitex, Creative Drawings. Downstairs we have an electronics workbench, 3D Scanners and printers, Epilog Laser Cutter, Routers, Shopbot, Vacuum Former and various tools like bench press and drill, Vinyl cutters and printers and a Moulding and Casting Centre.

Through the software (Inkscape, Corel Draw, Adobe Creative Suite, Various opensource, Solidworks) and machinery offered we do specialised trainings on things like packaging ad labelling, which include standards that need to be adhered to, but we are open to all types of members to give them access to spark new ideas and products through new technologies. We have the belief that anyone can do anything, with the right amount of passion and commitment, we aim to help them reach these goals and spur on a new and vibrant community of makers.",2014-05-04T05:25:56.868528,,"{'addressComponents': {'adminArea3': 'Khomas', 'adminArea1': 'Namibia', 'adminArea4': 'Windhoek', 'formattedAddress': 'Windhoek West, Namibia', 'adminArea5': 'Windhoek West'}, 'coords': [17.082481, -22.558904]}",EMah7-dQSGeKjozt3GD3DQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-23T22:09:00.000Z,32383-119,ushahidi,FabLab Namibia,"[{'name': 'Business Incubators', 'confidence': 1}]",2014-05-09 19:28:39.320175,Namibia,Khomas,Windhoek,Windhoek West,"Windhoek West, Namibia",,,"{'adminArea3': 'Khomas', 'adminArea1': 'Namibia', 'adminArea4': 'Windhoek', 'formattedAddress': 'Windhoek West, Namibia', 'adminArea5': 'Windhoek West'}","[17.082481, -22.558904]",-22.558904,17.082481,Business Incubators,,,en
2014-05-09 19:09:19.599620,"Hello,
I'm a new member of the BCG and I'm looking to begin a part of the solution.

Please get in contact with me (I've left my e-mail address) if you're in or near Lincoln or if you'd just like to chat.",2014-05-04T05:07:08.537122,,"{'addressComponents': {'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Lincs', 'adminArea5': 'Lincoln', 'streetAddress': 'Clasketgate', 'postalCode': 'LN2 1', 'formattedAddress': 'Clasketgate, Lincoln, LN2 1'}, 'coords': [-0.540579, 53.230688]}",o0k4lPLcRs6GhVotHX_7PA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-22T22:23:00.000Z,27563-193,ushahidi,A Patriot in Lincoln,"[{'name': 'Lawful Rebellion', 'confidence': 1}]",2014-05-09 19:09:19.599620,United Kingdom,England,Lincs,Lincoln,"Clasketgate, Lincoln, LN2 1",LN2 1,Clasketgate,"{'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Lincs', 'adminArea5': 'Lincoln', 'streetAddress': 'Clasketgate', 'postalCode': 'LN2 1', 'formattedAddress': 'Clasketgate, Lincoln, LN2 1'}","[-0.540579, 53.230688]",53.230688,-0.540579,Lawful Rebellion,,,en
2014-05-09 19:32:44.672990,We took our kids to tybee island for ther first time to see the ocean. They had a blast loved it except for the fact they got sick. My 3 year old got sick after the first day but started filling better and my 7 year old got it before we left the island both are coughing reallu bad,2014-05-04T06:01:47.236089,,"{'addressComponents': {'adminArea3': 'GA', 'adminArea1': 'United States', 'adminArea4': 'Chatham Co.', 'adminArea5': 'Tybee Island', 'streetAddress': '74 10th Terrace', 'postalCode': '31328', 'formattedAddress': '74 10th Terrace, Tybee Island, GA 31328'}, 'coords': [-80.845666, 32.000215]}",LXDDqx4OQUG048zUDCUkIg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-22T01:12:00.000Z,41134-133,ushahidi,Got sick,"[{'name': 'Illness / Enfermedad', 'confidence': 1}]",2014-05-09 19:32:44.672990,United States,GA,Chatham Co.,Tybee Island,"74 10th Terrace, Tybee Island, GA 31328",31328,74 10th Terrace,"{'adminArea3': 'GA', 'adminArea1': 'United States', 'adminArea4': 'Chatham Co.', 'adminArea5': 'Tybee Island', 'streetAddress': '74 10th Terrace', 'postalCode': '31328', 'formattedAddress': '74 10th Terrace, Tybee Island, GA 31328'}","[-80.845666, 32.000215]",32.000215,-80.845666,Illness / Enfermedad,,,en
2014-05-09 19:07:43.553292,"What is OpenSpending?

OpenSpending is about Mapping the Money.

The aim is to help track every (public) government and corporate financial transaction across the world and present it in useful and engaging forms for everyone from a school-child to a data geek.

What OpenStreetMap does for geography, OpenSpending does for money. OpenStreetMap has mapped the world in unprecendented levels of detail, harnessing the power of thousands of volunteers who each contribute data for their little corner of the world. However, as far as we know, there is no 'global atlas' of spending, no integrated, searchable database which would be a valuable resource for policy-makers and civil society alike. We want anyone to be able to go to their local council or national government, request the data, upload, understand and visualise it and contribute to this 'spending commons', which anyone can benefit from.",2014-05-04T04:49:11.855620,,"{'addressComponents': {'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'London', 'adminArea5': 'WC2', 'streetAddress': 'Savoy Street & Strand', 'postalCode': 'WC2R 0', 'formattedAddress': 'Savoy Street & Strand, WC2, WC2R 0'}, 'coords': [-0.119824, 51.511214]}",-Wk89evfTZKOl0MIE6z0Wg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-19T14:03:00.000Z,24670-174,ushahidi,Open Spending,"[{'name': 'Ideas', 'confidence': 1}, {'name': 'Responsive Government', 'confidence': 1}, {'name': 'Anything Else', 'confidence': 1}]",2014-05-09 19:07:43.553292,United Kingdom,England,London,WC2,"Savoy Street & Strand, WC2, WC2R 0",WC2R 0,Savoy Street & Strand,"{'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'London', 'adminArea5': 'WC2', 'streetAddress': 'Savoy Street & Strand', 'postalCode': 'WC2R 0', 'formattedAddress': 'Savoy Street & Strand, WC2, WC2R 0'}","[-0.119824, 51.511214]",51.511214,-0.119824,Ideas,Responsive Government,Anything Else,en
2014-05-09 19:09:19.848753,"Hi
Anyone in the Newcastle area of Australia want to get together a group of people to discuss the state of the world say once a month, would be interesting in hooking up",2014-05-04T05:07:01.688110,,"{'addressComponents': {'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'formattedAddress': 'County Durham, United Kingdom', 'adminArea5': 'County Durham'}, 'coords': [-2.179412, 54.626669]}",O-TVgSrNQBSTKE_4Lem2Wg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-19T13:08:00.000Z,27563-192,ushahidi,Hello,"[{'name': 'Lawful Rebellion', 'confidence': 1}]",2014-05-09 19:09:19.848753,United Kingdom,England,,County Durham,"County Durham, United Kingdom",,,"{'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'formattedAddress': 'County Durham, United Kingdom', 'adminArea5': 'County Durham'}","[-2.179412, 54.626669]",54.626669,-2.179412,Lawful Rebellion,,,en
2014-05-09 19:28:09.604995,"""1Libya is a non-profit organization that was founded in March 2011, at the start of the Libyan revolution to assist in the liberation of the country through media support. During the transition phase, it has focused on media and civic education, areas that are essential to the development of a successful modern democratic state.""
Source: http://1libya.org/about-us/",2014-05-04T05:20:00.823310,,"{'addressComponents': {'adminArea1': 'Libya', 'formattedAddress': 'Tripoli, Libya', 'adminArea5': 'Tripoli'}, 'coords': [13.187507, 32.876174]}",mxNV4ZctSX2aY8_9YcyCxw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-07-17T14:00:00.000Z,27474-1531,ushahidi,1Libya,"[{'name': 'NGO Projects', 'confidence': 1}, {'name': 'CAPACITY BUILDING', 'confidence': 1}, {'name': 'Peacebuilding', 'confidence': 1}, {'name': 'Recovery', 'confidence': 1}]",2014-05-09 19:28:09.604995,Libya,,,Tripoli,"Tripoli, Libya",,,"{'adminArea1': 'Libya', 'formattedAddress': 'Tripoli, Libya', 'adminArea5': 'Tripoli'}","[13.187507, 32.876174]",32.876174,13.187507,NGO Projects,CAPACITY BUILDING,Peacebuilding,en
