publishedAt,author,content,contentEnglish,createdAt,entities,fromURL,geo,id,image,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,video
2014-06-02 13:33:05,,"درعا #الشيخ_مسكين #المركزالاعلامي 2 - 6 - 2014
هيا قدرة الله في سورية برميل الموت لا يتجاوز مسافة الثلاثة امتار عن الحاج ابو صبيح و بسطته المتواضعة من البهارات لتتناثر البسطة بين الركام والحطام لتصبح اثر بعد عين ويخرج ابو صبيح من صدمة الموقف يتفقد جسمة الذي غطاه الغبار ولم يصبه اي اذى. سبحان الله .
وعند سؤاله عن هذا الفعل الاجرامي اختصر كلماته بالشكوة لله 
http://www.youtube.com/watch?v=5shjM9tD3g8&feature=youtu.be","Sheikh shield # _ # Antrzalaalami Poor 2 - 6-2014
Let God's power in Syria barrels death does not exceed a distance of three meters away from the Haj Abu Sabih and modest Bstth of spices to the rubble-strewn Basta and debris into effect after the eye and come out of Sabih Abu shock position inspects his body, covered in dust, which did not hit him any harm. Hallelujah.
When asked about this criminal act shortened words Balchukoh God
http://www.youtube.com/watch?v=5shjM9tD3g8&feature=youtu.be",2014-06-02T13:38:30.399938,['Syria'],http://facebook.com/621248734577422_682179905150971,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",8A7zqruaSqmgGIfqmNYphA,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAb5NWGtxc2lNqF&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F5shjM9tD3g8%2Fhqdefault.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 13:33:05,621248734577422_682179905150971,facebook,"درعا #الشيخ_مسكين #المركزالاعلامي 2 - 6 - 2014
هيا قدرة الله في سورية برميل الموت لا يتجاوز مسافة...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}, {'name': 'criminal', 'confidence': 1}, {'name': 'death', 'confidence': 1}]",2014-06-02T13:38:39.556402,
2014-06-02 12:53:48,,"درعا #الشيخ_مسكين #المركزالاعلامي
اثار القصف بالبراميل المتفجرة من الطيران الحربي وحالة الهلع والخوف بين السكان اثناء قدوم الطائرة لقصف برميل اخر 2 - 6 - 2014
http://youtu.be/R3ERl-KMYjc","Sheikh shield # _ # Poor Antrzalaalami
The effects of the bombing of the explosive barrels warplanes and the panic and fear among the population during the arrival of the plane to bomb the barrel Other 2nd - 6-2014
http://youtu.be/R3ERl-KMYjc",2014-06-02T13:38:33.726787,['Syria'],http://facebook.com/233485446776012_310886632369226,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",W7KW0t3YTOC7vsu0cJ8WDw,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDhb7ClhN5EDFzC&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FR3ERl-KMYjc%2Fhqdefault.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 12:53:48,233485446776012_310886632369226,facebook,"درعا #الشيخ_مسكين #المركزالاعلامي
اثار القصف بالبراميل المتفجرة من الطيران الحربي وحالة الهلع وال...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T13:38:45.300405,
2014-06-02 12:45:25,,درعا || الشيخ مسكين :: اثار القصف بالبراميل المتفجرة من الطيران الحربي وحالة الهلع والخوف بين السكان اثناء قدوم الطائرة لقصف برميل اخر 2 - 6 - 2014,Dara | | :: Sheikh poor bombing triggered explosive barrels of warplanes and the panic and fear among the population during the arrival of the plane to bomb the barrel Other 2nd - 6-2014,2014-06-02T13:27:54.387440,['Syria'],http://facebook.com/256545651058366_714851841894409,"{'locationIdentifiers': {'authorLocationName': ' Deraâ, Syria'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",UQNEyKJBQTKou_4PNcfqCQ,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDhb7ClhN5EDFzC&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FR3ERl-KMYjc%2Fhqdefault.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 12:45:25,256545651058366_714851841894409,facebook,درعا || الشيخ مسكين :: اثار القصف بالبراميل المتفجرة من الطيران الحربي وحالة الهلع والخوف بين الس...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T13:28:04.890666,
2014-06-02 12:43:23,,"عاجل | سقوط برميل متفجر على حي بستان القصر

#سورية #سوريا #حلب","URGENT | fall explosive barrel on the neighborhood orchard palace

# Syria # Aleppo # Syria",2014-06-02T13:36:45.428915,['Syria'],http://facebook.com/905229496161156,"{'locationIdentifiers': {'authorLocationName': ' Aleppo, Syria'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",4HC-mnMqRo6BlKXq-e0fJQ,https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xfa1/t1.0-0/10325639_905229496161156_2319739073888550104_s.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 12:43:23,905229496161156,facebook,"عاجل | سقوط برميل متفجر على حي بستان القصر

#سورية #سوريا #حلب",,2014-06-02T13:36:54.409929,
2014-06-02 12:05:07,,"#درعا #اتحاد_تنسيقيات_الثورة : آثار القصف بالبراميل المتفجرة على مدينة الشيخ مسكين من الطيران الحربي وحالة الهلع والخوف بين السكان اثناء سقوط برميل آخر.
",# # Daraa Union _ Tenseekiet _ revolution: the effects of the bombing on the city of explosive barrels Sheikh poor of warplanes and the panic and fear among the population during the fall of the last barrel.,2014-06-02T12:30:24.175930,['Syria'],http://facebook.com/411384405607017_659245474154241,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",zReWX6sRRaKS0KL4dusEBw,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDhb7ClhN5EDFzC&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FR3ERl-KMYjc%2Fhqdefault.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 12:05:07,411384405607017_659245474154241,facebook,#درعا #اتحاد_تنسيقيات_الثورة : آثار القصف بالبراميل المتفجرة على مدينة الشيخ مسكين من الطيران الح...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T12:30:33.798388,
2014-06-02 11:45:55,,"درعا #الشيخ_مسكين #المركزالاعلامي
اثار القصف بالبراميل المتفجرة من الطيران الحربي وحالة الهلع والخوف بين السكان اثناء سقوط برميل اخر 2 - 6 - 2014
http://www.youtube.com/watch?v=R3ERl-KMYjc&feature=youtu.be","Sheikh shield # _ # Poor Antrzalaalami
The effects of the bombing of the explosive barrels warplanes and the panic and fear among the population during the fall of the barrel Other 2nd - 6-2014
http://www.youtube.com/watch?v=R3ERl-KMYjc&feature=youtu.be",2014-06-02T12:37:51.306667,['Syria'],http://facebook.com/621248734577422_682136515155310,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",f3Dw1gQQQmy2w-QVbsEt4A,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQDhb7ClhN5EDFzC&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FR3ERl-KMYjc%2Fhqdefault.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 11:45:55,621248734577422_682136515155310,facebook,"درعا #الشيخ_مسكين #المركزالاعلامي
اثار القصف بالبراميل المتفجرة من الطيران الحربي وحالة الهلع وال...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T12:38:02.519987,
2014-06-02 11:25:38,,#حلب:: #مساكن_هنانو: قوات #الأسد تلقي برميل متفجر على الحي .,# # Aleppo :: housing _ Hanano: # Assad forces receive an explosive barrel on the neighborhood.,2014-06-02T11:26:26.756204,['Syria'],http://facebook.com/463314913813194,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",UU1A1r1nQ3CCg2Z-XCnz1g,https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-xap1/t1.0-0/10443510_463314913813194_3243520110119224026_s.png,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 11:25:38,463314913813194,facebook,#حلب:: #مساكن_هنانو: قوات #الأسد تلقي برميل متفجر على الحي .,,2014-06-02T11:26:35.392634,
2014-06-02 11:12:58,,"#SYRIA #SRGC #الهيئة_العامة #سوريا
#درعا : الشيخ مسكين : جرحى جراء سقوط برميل متفجر على مدينة الشيخ مسكين بريف درعا","# SYRIA # SRGC # _ Public Authority # Syria
# Daraa: Sheikh poor: injured after being hit by an explosive barrel on the city of Sheikh poor countryside of Daraa",2014-06-02T11:31:29.916837,['Syria'],http://facebook.com/574975572623011,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",GBASHp7JQh-p8ZTX2-TgDQ,https://fbcdn-photos-e-a.akamaihd.net/hphotos-ak-xpf1/t1.0-0/10299527_574975572623011_5983436735906214975_s.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 11:12:58,574975572623011,facebook,"#SYRIA #SRGC #الهيئة_العامة #سوريا
#درعا : الشيخ مسكين : جرحى جراء سقوط برميل متفجر على مدينة الش...",,2014-06-02T11:31:40.734766,
2014-06-02 10:58:49,,#درعا || #الشيخ_مسكين :: إلى هذه اللحظة قام الطيران الحربي بالقاء برميل وصاروخ استهدف الحي الشمالي ما تسبب بسقوط عدد من الجرحى,Dara # | | # _ Poor :: Sheikh to this moment warplanes throwing barrels and rocket targeted a northern district of what caused the fall of the number of wounded,2014-06-02T11:27:48.284904,['Syria'],http://facebook.com/693815237333517,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",bhLlkl8wTJirEVWNomzlvA,https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xpf1/t1.0-0/10410524_693815237333517_2226410727349598954_s.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 10:58:49,693815237333517,facebook,#درعا || #الشيخ_مسكين :: إلى هذه اللحظة قام الطيران الحربي بالقاء برميل وصاروخ استهدف الحي الشمال...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T11:27:57.742391,
2014-06-02 10:52:30,,"مركز #الحدث الاعلامي: اللحظات الأولى لقصف الطيران الحربي لحي #الشعار و أحد المدنيين يبكي حزنا على القصف آثناء رفع الأنقاض التي تسبب بها سقوط برميل متفجر مساء أمس
http://youtu.be/rQAsNIbrNwE

مركز #الحدث الاعلامي: آثار الدمار في حي #الشعار بعد استهدافه ببرميل متفجر ليلة أمس تسبب بسقوط أكثر من عشر شهداء

http://youtu.be/y-Mw2DJgc24

https://www.facebook.com/photo.php?fbid=854210734608504&set=a.570867649609482.141025.569750386387875&type=1

مركز #الحدث الاعلامي: قام الطيران الحربي باستهداف حي #الشعار صباحا بضاروخ أثناء قيام فرق الدفاع المدني برفع الأنقاض التي تسبب بها استهداف الحي ببرميل متفجر مساء أمس و كان الأضرار مادية فقط مع بعض الاصابات الطفيفة في صفوف المدنيين
http://youtu.be/I_4E-r71Tng","Center # media event: the first moments of the warplanes bombarded the neighborhood # logo and a civilian crying in grief during the bombardment lifted the rubble caused by the fall of the explosive barrel yesterday evening
http://youtu.be/rQAsNIbrNwE

Center # media event: the effects of the destruction in the neighborhood of # logo after an explosive time bomb targeted last night caused a fall of more than ten Martyrs

http://youtu.be/y-Mw2DJgc24

https://www.facebook.com/photo.php?fbid=854210734608504&set=a.570867649609482.141025.569750386387875 & type = 1

Center # media event: The warplanes targeted neighborhood # logo am Daruch during a civil defense teams to lift the rubble caused by an explosive time bomb targeting the neighborhood yesterday evening and was only material damage with some minor injuries among civilians
http://youtu.be/I_4E-r71Tng",2014-06-02T11:30:52.310880,['Syria'],http://facebook.com/131596696909733_619871671415564,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",mqek83hRQFuL-a-i6r2vPA,https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBLzJliypGTr0KH&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FrQAsNIbrNwE%2Fhqdefault.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 10:52:30,131596696909733_619871671415564,facebook,مركز #الحدث الاعلامي: اللحظات الأولى لقصف الطيران الحربي لحي #الشعار و أحد المدنيين يبكي حزنا على...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T11:31:03.370376,
2014-06-02 10:14:05,,"عاجل
درعا #انخل
الطيران المروحي الأسدي يلقي برميل متفجر على المدينة
اللهم سلم","Prompt
Dara # Angel
Aviation Turbofan Asadi cast explosive barrel on the city
O Allah, peace",2014-06-02T10:25:43.544597,['Syria'],http://facebook.com/172216772946804_289389091229571,"{'locationIdentifiers': {'authorLocationName': 'درعا -المنطقه الشمالية منطقة الجيدور'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",9QU4GkMVQbSOv-yY1qBHUg,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 10:14:05,172216772946804_289389091229571,facebook,"عاجل
درعا #انخل
الطيران المروحي الأسدي يلقي برميل متفجر على المدينة
اللهم سلم",,2014-06-02T10:25:54.486946,
2014-06-02 10:11:17,,#شام #سوريا | ريف #درعا : سقوط برميل متفجر على مدينة الشيخ مسكين أدى لسقوط عدد من الجرحى بينهم أطفال,"Cham # # Syria | # Daraa countryside: the fall of the explosive barrel on the city of Sheikh poor led to the fall of the number of wounded, including children",2014-06-02T10:26:50.741959,['Syria'],http://facebook.com/165780076805908_771321826251727,"{'locationIdentifiers': {'authorLocationName': ' Damascus, Syria'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",gwC_xjuDSKOe55CpIqcUwA,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 10:11:17,165780076805908_771321826251727,facebook,#شام #سوريا | ريف #درعا : سقوط برميل متفجر على مدينة الشيخ مسكين أدى لسقوط عدد من الجرحى بينهم أطفال,,2014-06-02T10:26:59.339613,
2014-06-02 09:40:04,,"#عاجل
#درعا #نوى
قصف بالبراميل المتفجرة من قبل طيران النظام على المدينة وقد سجل سقوط برميل الى هذه اللحظة ولا أنباء عن إصابات ولله الحمد","# Urgent
# # Shield nuclei
The bombing of the explosive barrels by the aviation system of the city has recorded the fall of the barrel to the moment the news is not all injuries and thankfully",2014-06-02T09:42:05.916414,['Syria'],http://facebook.com/621248734577422_682100505158911,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",g71sjmZARPaeb13AwDuRQQ,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 09:40:04,621248734577422_682100505158911,facebook,"#عاجل
#درعا #نوى
قصف بالبراميل المتفجرة من قبل طيران النظام على المدينة وقد سجل سقوط برميل الى هذ...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T09:42:14.521701,
2014-06-02 09:34:06,,"#نوى_ريف_درعا
03.06.2014
#عاجل
الطيران المروحي قام قبل قليل بالقاء برميل متفجر على المدينة","Nuclei _ # _ Daraa Countryside
06/03/2014
# Urgent
The helicopters shortly before throwing an explosive barrel on the city",2014-06-02T10:25:43.693999,['Syria'],http://facebook.com/172216772946804_289382484563565,"{'locationIdentifiers': {'authorLocationName': 'درعا -المنطقه الشمالية منطقة الجيدور'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",IGLS_u4LRgGQ-Liu7m8nDw,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 09:34:06,172216772946804_289382484563565,facebook,"#نوى_ريف_درعا
03.06.2014
#عاجل
الطيران المروحي قام قبل قليل بالقاء برميل متفجر على المدينة","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T10:25:55.703640,
2014-06-02 08:44:12,,"#ريف_دمشق #اتحاد_تنسيقيات_الثورة : اشتداد وتيرة القصف والإشتباكات على جبهة عين البيضة وأطراف زاكية والطيبة والمقيليبة
المدفعية الثقيلة وراجمات الصواريخ والطيران تستهدف المنطقة والمزارع المحيطة والقاء برميل متفجر قبل ساعة من الآن لم يسفر عن وقوع ضحايا
سقوط قذائف مصدرها جبل سلح الطير والمانع والفرقة السابعة داخل بلدات الطيبة والمقيليبة وزاكية ودنون ووجود بعض الإصابات في صفوف المدنيين خاصة الأطفال وثلاثة شهداء في الطيبة (ماهر شموط وزوجته - زهور الطرشان ) .","Damascus Countryside # _ # _ Tenseekiet Union _ Revolution:The intensification of the pace of shelling and clashes on the front of the egg and the parties named Zakia and kind and Almquilibh
Heavy artillery and rocket launchers and Aviation targeted area and surrounding farms and throw explosive barrels an hour before now did not result in casualtiesShells sourced from Mount armed bird inhibitor and seventh division within the towns and good Almquilibh and Zakia and Danon and the presence of some civilian casualties, especially children and three martyrs in the good (Shammout Maher and his wife - Flowers of the deaf).",2014-06-02T09:31:40.055140,['Syria'],http://facebook.com/659188237493298,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",OIID8TpjQtKEdyK-JJZ-mQ,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xpf1/t1.0-0/10291200_659188237493298_852342943457655699_s.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 08:44:12,659188237493298,facebook,#ريف_دمشق #اتحاد_تنسيقيات_الثورة : اشتداد وتيرة القصف والإشتباكات على جبهة عين البيضة وأطراف زاكي...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}]",2014-06-02T09:31:50.208638,
2014-06-02 07:03:46,,#شام #سوريا | ريف #دمشق الغربي : قصف براجمات الصواريخ على بلدة الطيبة، وانباء عن ارتقاء عدد من الشهداء، كما سقط برميل متفجر على أطراف مدينة زاكية,"Cham # # Syria | # Damascus countryside west: Braszmat rocket bombardment on the town of Taiba, and news from the elevation of a number of martyrs, as explosive barrels landed on the outskirts of the city of Zakia",2014-06-02T07:27:06.971803,['Syria'],http://facebook.com/165780076805908_771181452932431,"{'locationIdentifiers': {'authorLocationName': ' Damascus, Syria'}, 'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",J-_sR6xwQfiYu6LBELugSg,,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-02 07:03:46,165780076805908_771181452932431,facebook,#شام #سوريا | ريف #دمشق الغربي : قصف براجمات الصواريخ على بلدة الطيبة، وانباء عن ارتقاء عدد من ال...,"[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'air-combat', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-02T07:27:15.981885,
2014-06-01 23:25:00,,"#ادلب #اتحاد_تنسيقيات_الثورة : ملخص أخبار و فيديوهات إدلب الأحد 1-6-2014
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

شهداء إدلب اليوم الاحد -1 - 6 - 2014
-----------------------------------------
1- الشهيد حسين الرباح / إدلب - عين السودة / جراء قصف قوات النظام للقرية

2-الشهيد محمد ابن مناع / إدلب - عين السودة / جراء قصف قوات النظام للقرية

3-الشهيد احمد العبدالله / إدلب - عين السودة / جراء قصف قوات النظام للقرية

4-الشهيد ابن احمد العبد الله / إدلب - عين السودة / جراء قصف قوات النظام للقرية

5-الشهيد طفل حفيد احمد العبد الله / إدلب - عين السودة / جراء قصف قوات النظام للقرية

6-ادلب - جسرالشغور - عين السودة ::
الشهيد راكان منصور / إدلب - عين السودة / جراء سقوط برميل متفجر على القرية

7-الشهيد عمر محمود اسماعيل / إدلب - جسر الشغور / جراء سقوط قذيفة على منزله

8- الشهيدعبد الرحمن ياسين ( أبو أحمد ) / إدلب - نحلة / على جبهة كسب

9- الشهيد عمار نجيب النعسان / إدلب - ارمناز / جراء سقوط قذيفة على محلهم (مكان عملهم ) في حلب

10- الشهيد نجيب النعسان / إدلب - ارمناز / جراء سقوط قذيفة على محلهم (مكان عملهم ) في حلب
11-مصطفى عبد اللطيف الصالح/ادلب- نحلة/ على جبهة كسب
______________________

معرة النعمان
--------------
إدلب - معرة النعمان :: استشهاد الشاب "" حامد محمد حميمص "" من أهالي معرة النعمان , وكانت قد قطعت أخباره منذ أكثر من سنة ونصف , وقد تم تأكيد خبر استشهاده من قبل القاضي "" محمد نور حميدي"" رئيس محكمة حارم وقد ذكر القاضي بأن الشهيد تم تصفيته هو سبعة من رفاقه أثناء محاولته الإنشقاق من قلعة حارم أثناء وجود الجيش هناك و قام بتصفيتهم العقيد "" كاسر سليمان "" .

إدلب - معرة النعمان :: الطيران الحربي ينفذ غارة جوية على منطقة انتشار الجيش الاسدي في حواجز تل بنصرة وعين قريع جنوب شرق معرة النعمان .

إدلب - معرة النعمان :: غارتين للطيران الحربي جنوب معرة النعمان

ادلب ريف معرة النعمان الشرقي 1-6-2014 :: غارتان بالطيران الحربي الميغ على الطريق الواصل بين معرة النعمان وريفها الشرقي بالقرب من سوق الغنم 

إدلب - معرة_النعمان 1-6-2014 :: ثلاث غارات للطيران الحربي على أطراف معرة النعمان , استهدفت اثنتان منها الطريق بين معرة النعمان والدير الشرقي في منطقة (سوق الغنم) والثالثة على تخوم معرشورين بريف معرة النعمان الشرقي .

جسر الشغور
---------------
إدلب - جسر الشغور - عين السودة :: اسماء ضحايا قصف قوات النظام على القرية 31/5/2014
1- حسين الرباح 
2- محمد ابن مناع 
3- احمد العبدالله
4- ابن احمد العبد الله 
5- طفل حفيد احمد العبد الله

ادلب - جسر الشغور :: الطيران المروحي يلقي براميل متفجرة بمحيط مدينة جسر الشغور قرية عين السودة .

ادلب - جسرالشغور - عين السودة :: استشهاد راكان منصور جراء سقوط برميل متفجر على القرية

ادلب -جسر_الشغور :: استشهاد عمر محمود اسماعيل نتيجة سقوط قذيفة على منزله ضمن مدينة جسر الشغور تقبله الله مع الشهداء

أريحا
-------
إدلب _أريحا :: خاض الثوار اشتباكات عنيفة مع قوات النظام المتمركزة في قمة جبل الأربعين , سعوا من خلالها للسيطرة على بعض النقاط والحواجز هناك ولتحرير الريف من القصف الذي يطالهم من المدفعية المتواجدة هناك , تمكنوا خلالها من تفجير دبابة متواجدة على احد الحواجز كما تمكنوا من قتل عدد من قوات النظام وجرح آخرين والتقدم نحو نقاط قريبة من تواجدهم , وما زالت الإشتباكات
مستمرة والمعارك جارية حتى الآن .

الريف الجنوبي
----------------
إدلب الهبيط :: قصف بالبراميل المتفجرة من قبل الطيران المروحي استهدف منطقة الأحراش بمحيط البلدة .

جبل الزاوية 
-------------
إدلب - جبل الزاوية :: غارة جوية نفذها الطيران الحربي على اطراف جبل الاربعين وتصاعد كثيف لاعمدة الدخان فوق المنطقة

ادلب - جبل الزاوية :: قام اليوم الطيران الحربي باستهداف قرية جوزف بالرشاشات الثقيلة دون اصابات

الريف الشمالي
-------------------

إدلب - أرمناز 31/5/2014 :: استشهاد :
1- عمار نجيب النعسان
2- نجيب النعسان
اللذين استشهدا بحي (بستان كلاب) بمدينة حلب وذلك اثر سقوط قذيفة على محلهم (مكان عملهم

ريف حماة الشمالي
------------------------
ريف حماة - مورك :: استهداف المدينة بقذائف المدفعية والرشاشات الثقيلة وسط سماع اصوات اشتباكات وزخات من الرصاص على الجبهتين الجنوبية والشرقية

(تنويه : مقاطع الفيديو و الصور في التعليق الأول)","# # Idlib Union _ Tenseekiet _ Revolution:News Summary and videos of Idlib Sunday 06/01/2014
▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬ ▬

Martyrs of Idlib on Sunday -1 - 6-2014
-----------------------------------------
1 - the martyr Hussein baboons / Idleb - eye Soda / shelling by regime forces in the village

2 - Shaheed Mohamed Ibn Manna / Idleb - eye Soda / shelling by regime forces in the village

3 - Shahid Ahmed Abdullah / Idleb - eye Soda / shelling by regime forces in the village

4 - Martyr son Ahmed al-Abdullah al /Idleb - eye Soda / shelling by regime forces in the village

5 - baby grandson of martyr Ahmed Al-Abdullah / Idleb - eye Soda / shelling by regime forces in the village

6 - Idlib - Gesrcgor - Ein Souda ::Martyr Rakan Mansour / Idleb - eye Soda / due to the fall of the explosive barrel on the village

7 - Martyr Omar Mahmoud Ismail / Idlib - Bridge vacancy / shell hit his house

8 - Alshahydabd Rahman Yasin (Abu Ahmad) / Idlib - Bee / gain on the front

9 - Martyr Ammar Najib sleepy / Idlib - Armenaz / shell hit at their place (place of work) in Aleppo

10 - Martyr Najib sleepy / Idlib - Armenaz / shell hit the replacements (Their place of work) P",2014-06-01T23:31:11.175908,['Syria'],http://facebook.com/658965720848883,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38.473472595214844, 35.03312683105469]}",mgiH7cY2QWWqk46oIqVpeQ,https://fbcdn-photos-c-a.akamaihd.net/hphotos-ak-xpa1/t1.0-0/10345806_658965720848883_5415794434699117025_s.jpg,"{'name': 'Arabic', 'nativeName': 'العربية', 'code': 'ar'}",facebook,temporary,2014-06-01 23:25:00,658965720848883,facebook,"#ادلب #اتحاد_تنسيقيات_الثورة : ملخص أخبار و فيديوهات إدلب الأحد 1-6-2014
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬...","[{'name': 'armed-conflict', 'confidence': 1}, {'name': 'conflict', 'confidence': 1}]",2014-06-01T23:31:19.630681,
