,title,url,geo,comments_name,comments_text
153,Ridge 1  ,http://www.mountainproject.com/v/ridge-1/105745849,,"['Nate Adams', 'Tod Anderson', 'adam brink', 'Mark Rolofson']","['\nI\'ve copied Tod Anderson\'s comments regarding access issues for Ridge One. There is only one tunnel on the way to the crag. This tunnel is easily bypassed via a trail to the east, which adds a few minutes to the walk. The railroad maintenance guys I\'ve encountered on the tracks have been friendly, but it is probably best to keep a low profile, and avoid walking on the tracks when possible. The maintenance trucks are very quiet - you may not hear one until it\'s too late.  ""It is important to be discrete when accessing the Wild West/West Bank or Mickey Mouse from the Plainview area. First, don\'t park at the Plainview railroad crossing. This is because it is a lot more obvious to sensitive residents that you are in the area and painfully obvious that you are walking on the tracks. It is much better to park a couple of hundred yards below the crossing on the last left hand switchback and walk due west through the Open Space to access the tracks beyond the maintenance yard and out of sight. It\'s also less obvious that you\'re climbing as a lot of people come to this area to walk their dogs along the roadway, etc.  Second, don\'t walk through the tunnel to get to the West Bank, Ridge One, etc. A well marked trail leads around the tunnel and it only takes about five minutes more than walking through the tunnel. This track has a lot more traffic than in years past with sometimes several trains per hour. There have been a lot of problems here before, so keep a low profile"".\n\n', '\nRidge I and all of the Wild West/West Bank are not within Boulder County and not affected by the Mickey Mouse closure. \n\n', '\nHas anyone been up to Ridge 1 in awhile?  How is the poison ivy/oak up there?  Thanks for the help.\n\n', '\nThe routes listed here on this website are only some of the climbs on this ridge.  Just left of ""Wild Blue Yonder"", are two excellent 5.12c climbs called ""Ejaculator"" and ""Ganas"".  Scramble up to a ledge to begin.  Both route are overhanging, especially ""Ejaculator"" which is the right of the two. My old guidebook ""1995 Boulder Sport Climber\'s Guide"" has much info to this area known as the West Bank (Aka: Wild West) that is not included on this website.  Ridge 1 is called Ridge 7 in the guide.  Ridge 4 is the same.  I still have a few copies.  If anyone is interested, I will sell a copy for $18.00 and will ship it at no additional cost.       \n\n']"
154,Ridge 2  ,http://www.mountainproject.com/v/ridge-2/105745804,,,
155,Ridge 4  ,http://www.mountainproject.com/v/ridge-4/105745094,,"['Old Fart aka Dave Bohn', 'Bob Rotert']","['\nAdd to the dangers of locals with guns, trains in tunnels and the threat of tresspassing charges; the approach and base of a lot of the climbs is choked with poison ivy. I couldn\'t find any place at all under the ""Killer Elite"" corner to open and stack my rope; but for those tired of the Sport Park scene, this is great visit at least once. I think of it as ""Urban Wilderness Sport Climbing"". Be aware that these climbs were bolted a while ago and the bolt spacing is adequate but sparce. \n\n', ""\nDon't you mean this is the start of Ridge 4. In the above description. Sounds like you are saying Ridge 4 is Ridge 2.\n\n""]"
156,Secret Crag (aka Ridge 6)  ,http://www.mountainproject.com/v/secret-crag-aka-ridge-6/105745106,,"['Tzilla Rapdrilla', 'Andy Logan', 'Dylan Waller', 'Tzilla Rapdrilla', 'Andy Logan', 'Luke Clarke']","[""\nIt's Casey Jones, 11b/c.  Does that sound about right for the rating?  A crimpy crux low and another slightly easier one towards the top.\n\n"", ""\nA group of friends and I were up at Secret Crag last weekend and we got on two new routes.  Help with identifying them is appreciated.  We stayed to the right of the boulder field and approached the crag from the lower end.  About 10' before climbing onto the ramp and heading to the other routes listed on this site, there were two routes.  To access them, you had to scramble up onto a ledge with a large evergreen tree.  They went through a slightly overhung area and traversed left after about 15'.  One then went up a right-facing dihedral to a small overhang, went left again into another right-facing dihedral and then had wild, difficult stemming to a roof and the anchors.  The other went straight up a slabby section to a dihedral that is right of the one mentioned above.  Difficult slab moves with pinches and gastons led to a roof and a wild jug move at the anchors. What are these routes called?  What are their grades?  Thanks for the help!\n\n"", ""\nWe ran into, I think it was Tod Anderson, two years ago putting up a couple of new routes to the right of the others. He said were in the 10ish range. They didn't have names yet and he was still cleaning them so we didn't get to climb them. Surprised to see that he didn't post them though. \n\n"", ""\nThere's kind of a long story involved with these routes, starting with two years ago ripping my leg open on the hike in and having to get 20 stitches, and then this year shattering my heel and then getting a pulmonary embolism.  Seems that place has it in for me.  Crawling out of there is butt loads of fun though.  I thought the left dihedral was 12a? & the right one 12b?  The route around to the left on the face was about mid 11 and the other two routes further to the left were 10s, one being 2 pitches.  I'm still trying to come up with an appropriate names for the routes, got any suggestions?\n\n"", '\nThanks for the info, Tzilla.  Those ratings sound about right.  They were both great climbs.  I will put some thought to the names.  The left one needs to include something about the wild move out to the arete without blowing the feet.  The right one is all about the desperate moves left to get into the dihedral or... slapping for what appears to be a nice bucket 3 or 4 moves from the top and finding that terrible sloper!  \n\n', ""\nWhat is the route immediately to the right of Peri-Less Journey (and left of Burning Down the House)? It's been there at least 8 years. It has a crimpy crux at the 5th bolt and a higher crux through the roof. I have never done it clean and was with an 11b leader today who hung at both cruxes so I am guessing it's at least hard 11. \n\n""]"
157,Suburbia Boulder  ,http://www.mountainproject.com/v/suburbia-boulder/105746433,,['Anonymous Coward'],"['\nThe statment  about all of the lines being V4 and under is simply not true.  The only thing under V4 is the right side ""arete"" (with your back to the tracks).  The other lines that are parallel with the train tracks along the face of the boulder start at about V4 and get harder from there.  It\'s classic Eldo style, funky, blue pebble/crystal reading.  Great block, just a long hike to get there.  It\'s the bottom of ""Bull Gulch"" if I remember correctly.\n\n']"
158,Warm Up Rock  ,http://www.mountainproject.com/v/warm-up-rock/108599960,"39.92003, -105.28238",,
159,Alamo Rock  ,http://www.mountainproject.com/v/alamo-rock/105746524,,"['Jake Wyatt', 'Kevin Currigan', 'Nate Muncy']","[""\nThe two eyebolts are on the east face, more than a few feet down from the western edge of the top of the rock, so there'll probably be some drag when pulling ropes after rappelling off the overhanging west side.  \n\n"", '\nYes, you will get big time rope drag pulling your rope to the west.  But, it wil come; just use a little elbow grease.\n\n', ""\nThere are two sets of bolts now: 1 - just at the top of the southern part of the slab, the obvious crack will take you to them. They've seen some weathering. This is probably 5.5 climbing. 2 - from those bolts mentioned above, head north/up the rock on some 5.4 moves following the crack again. The massive eye-bolts are just east of the top, be careful getting down to them. You could also solo up the 5.6ish slab to get here, starting by the tree. Note - Bring larger carabiners, my black diamond positrons did not open wide enough for the eye-bolts. The Alamo is about 250 yds SE from crown rock, directly E of an overhung 50' wall next to the trail with a tree growing in the top of it.  \n\n""]"
160,Amphitheater's Backside  ,http://www.mountainproject.com/v/amphitheaters-backside/107300500,,,
161,Beer Barrel Boulder  ,http://www.mountainproject.com/v/beer-barrel-boulder/105744868,,"['Fiona Dunne', 'MAKB']","[""\nYou actually park at the Crown Rock Parking Area (same lot as the Monkey Traverse), which is on the left, 1.6 mi up the road from Gregory Canyon Rd at the base of the mountain. (This is not the first official parking area on the left. There is an earlier official lot on the left at 0.7 miles up.) Then walk from the Monkey Traverse parking lot down the hill and to the right. It's just on the other side of the trail and a little north of Monkey Traverse.  27crags.com/crags/flagstaff-mo... \n\n"", ""\nmountainproject.com&modestbran... frameborder='0'>\n\n""]"
162,Brown Glass Wall  ,http://www.mountainproject.com/v/brown-glass-wall/107180243,,,
163,Bulging Wall  ,http://www.mountainproject.com/v/bulging-wall/107325039,,,
164,"Candel Area, The  ",http://www.mountainproject.com/v/candel-area-the/107326513,,,
165,The Capstan  ,http://www.mountainproject.com/v/the-capstan/105744726,,,
166,Cloud Shadow  ,http://www.mountainproject.com/v/cloud-shadow/105744865,,"['Anonymous Coward', 'Thegillest']","['\nThis rock has a some fun problems and is usually much less crowded than other areas on Flagstaff.  Plus it sits in the shade in the afternoon, making it great for after work or class.  \n\n', '\nThis area is usually cramed with dreadlocked bystanders and plenty of people jumping to share their triumphant tales of perilous danger...but other than that, there are some truly classic problems on this wall.\n\n']"
167,Cookie Jar  ,http://www.mountainproject.com/v/cookie-jar/105746483,,['Rodger Raubach'],"['\nNot as popular now as during the 1960s, due to road ""improvements.""\n\n']"
168,Crown Rock  ,http://www.mountainproject.com/v/crown-rock/105746516,,"['Kevin Coopman', 'Thegillest']","['\nThis is a great place to start climbing. This was the rock my son starting climbing on when he was 4. It is easy to attach a top rope and start climbing (college students solo it all the time) .  It is like a mini Flatiron and is a good place for people to learn how to rappel. Best starter rock for little kids, they love it!  Thanks,Kevin\n\n', '\nThe east face is a great after- bouldering ""solo"" to de-pump or just for fun! The best downclimb will be found on the west side of the rock through a crevice with solid holds. Also, a great beginner top rope with plenty of anchor possibilities.\n\n']"
169,Cryptic Boulder  ,http://www.mountainproject.com/v/cryptic-boulder/107507078,,,
170,The Dark Side  ,http://www.mountainproject.com/v/the-dark-side/107514858,,,
171,Distant Dancer Pinnacle  ,http://www.mountainproject.com/v/distant-dancer-pinnacle/105746507,,,
172,Face Wall  ,http://www.mountainproject.com/v/face-wall/109083646,"40.00377, -105.29854",,
173,First Overhang  ,http://www.mountainproject.com/v/first-overhang/105746310,,,
174,The Flagstaff Amphitheatre  ,http://www.mountainproject.com/v/the-flagstaff-amphitheatre/105746581,,,
175,Forgotten Ridge  ,http://www.mountainproject.com/v/forgotten-ridge/108730112,"40.00509, -105.2972",,
176,Fraggle Rocks  ,http://www.mountainproject.com/v/fraggle-rocks/108270996,,,
177,Golf Club Boulder  ,http://www.mountainproject.com/v/golf-club-boulder/105745121,,,
178,The Great Escape Boulder  ,http://www.mountainproject.com/v/the-great-escape-boulder/106945006,,,
179,Hobo Cave  ,http://www.mountainproject.com/v/hobo-cave/106453163,"40.00114, -105.29244","['Peter Beal', 'ladyboner4climbing']","['\nGo to flagstaffmountainbouldering.bl... for the full beta on this esoteric spot.\n\n', '\nThink... CATS outside or ""Rifle Prep"" or Micro-Morrison....  Here is a more direct link to the hobo cave guide of the Flagstaff bouldering blog:   flagstaffmountainbouldering.bl...  By the way, the cave can be climbed in literally any weather condition, and even the outer parts stay in the shade until noon-ish.   : D\n\n']"
180,Hueco Overhang Ridge  ,http://www.mountainproject.com/v/hueco-overhang-ridge/108766944,"40.00165, -105.29308",,
181,King Conquerer  ,http://www.mountainproject.com/v/king-conquerer/105746292,,"['Cassidy Hill', 'NICKM', 'Dean Cool']","['\nThe only problems listed for the King Conquer rock are the traverve and the face climb!  What about King Conquer, the ominous overhanging hand crack?  High quality rock with stellar moves, highball, and a rough landing to boot!  Classic.  P.S.:  Dont top rope it, its a boulder problem!!  V3*** \n\n', ""\nWhat's with the pipe sticking out of the top?\n\n"", ""\nSomeone left a futon pad at the base of this boulder.   As it's fine in most situations to bring such a large landing pad, it is not ok to leave any object behind...even if you are intending to come back the next day.  Please claim your pad today, as it will most likely be removed tomorrow.\n\n""]"
182,Little Flatiron  ,http://www.mountainproject.com/v/little-flatiron/105746746,,,
183,Loose Flake Spire  ,http://www.mountainproject.com/v/loose-flake-spire/106909245,,,
184,Miscellaneous Valley  ,http://www.mountainproject.com/v/miscellaneous-valley/105746510,,,
185,Monkey Traverse  ,http://www.mountainproject.com/v/monkey-traverse/105746504,,"['Don Bushey', 'George Bell', 'Don Bushey', 'ac', 'Anonymous Coward', 'Anonymous Coward', 'Anonymous Coward', 'ac', 'Anonymous Coward', 'Tom Hanson', 'Anonymous Coward', 'XOG', 'bclimbin', 'ac', 'Jon Zucco']","['\nA very large boulder seems to have been recently ""relocated"" from beneath the final moves of the left side of the traverse. Definately seems like some aggressive and dubious landscaping practices have been employed here.\n\n', ""\nThat sucks if that boulder was relocated.  That thing has threatened to bust my ankle every time I consider doing the top out (for this reason I have never tried it).  If we're thinking of the same boulder, it must weigh over 400 lbs, I'm amazed it could be moved.  Anyway this boulder was part of the challenge of the problem, it's not the same problem without it.\n\n"", ""\nGeorge, it actually seems that the boulder that was above the finish hasn't been moved, but smashed to pieces. Indeed, the villian(s) responsible for this have forever changed the character of a decades-old classic and beautiful bouldering traverse. \n\n"", '\nThe boulder below the finish was moved sometime last fall.  The first time I noticed ""the move"" was immediately after last years Flagstaff trail work and cleanup weekend.  I sincerley hoped this was just coincidence.  I posted this disheartening change to the frontrangebouldering.com message board and the overwhelming response would fall in the categories of either ""I don\'t care its just Flagstaff"", ""its better with the rock moved"", or ""boulders move... the rains probably did it"".    Lame.\n\n', '\nI broke my wrist on that boulder 6 years ago. (Brain Fart) There use be a tree there to (Early 90\'s)  if my memory serves me right. I don\'t think ""Landscraping"" is a very good idea. I also think it\'s kind of Lame. - Chris W. \n\n', ""\nI [don't] know what kind of jerk would have done something like this, but sometime between August 26 and 27 someone put a bunch of crap all on the good holds.  And by crap, I mean definite, human crap.  Its pretty disgusting, and I was appalled by this lack of respect for the rock and for fellow climbers.  Just beware when you go up here next, as the problem is a little harder now that you have to avoid the feces.\n\n"", ""\nProbably the same person that smeared vegetable oil all over the holds at Morrison. Pathetic. Lame. Totally beat.  What's a safe (i.e., non-contaminating) way to get this mess ofF?\n\n"", '\nTime will clean it just fine, that some some use after a week+ of baking in the sun.  Bring a moist towelette or a dozen.  We should be more worried about the person who plays with his dung than the fact that it was done to a climb.  Quite strange and disturbing.\n\n', '\nJust a guess, but this assinine behavior sounds like a frat initiation prank.  Why would a person go all the way up there and do this unless they were put up to it.  Anyway, anyone have a portable high pressure power washer out there and willing to clean this up?\n\n', '\nHats off to Matt.He took the initiative to clean The Monkey Traverse.\n\n', ""\nJust did the monkey and didn't notice any doodoo. Thanks Matt.\n\n"", ""\nLikewise, thanks Matt.   Of course it's all guessing, but I'd be more inclined to attribute this to the late night partiers that have been leaving trash and breaking beer bottles against rocks at Flagstaff for as long as I've been climbing up there, than to a frat prank. \n\n"", ""\nYep, went up there today and there's still shit smeared all over the holds. Must have been someone who's never climbed it before b/c they hit the non-crucial holds for the most part. Dumb shits, people suck.\n\n"", '\nTime for some of those large toothed bear traps?\n\n', '\nDerek, that kinda looks like Shallow Slot, V4 PG-13.\n\n']"
186,Moon Rock  ,http://www.mountainproject.com/v/moon-rock/105746701,,,
187,Nook's Rock  ,http://www.mountainproject.com/v/nooks-rock/105745409,,"['Colin Lantz', 'Kris Nuttycombe', 'Chip Phillips', 'Rodger Raubach', 'Peter Beal']","['\nNook was supposedly a nickname for Layton Kor.  This area goes into the shade in the late afternoon and can be cool and pleasant on those long, hot, Front Range, summer evenings when the Monkey is blazing in the sun. With the peripheral boulders (Jim Hall Boulder, That Flakes It, 30th Birthday Roof) found in this secluded ""nook"", you can make for a good session in the V3 to V5 zone. Chill out, enjoy yourself and imagine trying the Westside Traverse in Kronhoffers with Layton.\n\n', ""\nDoes anyone know what the hard, overhanging problem on the southeast corner is? It's a beautiful line requiring seriously strong fingers.\n\n"", ""\nKris, I'm guessing here, but I suspect you are talking about Butt Slammer, since it is the most obvious and inspiring (except for the rock quality) line on the boulder. Butt Slammer was put up by Rob Candelaria in 1974/75 and ascends the steep and airy southeast overhang above a small slab that faces downhill. At the time, it was rated B1+, which usually equates with V5 or 6 for most of Ament's ratings. Unfortunately, the rock is not the best and, shortly thereafter, a critical flake broke and several others have broken since. The glue has not helped to keep the flakes in place, which supports the position that if a hold breaks, no matter how critical ... such is life, leave the rock alone. Anyway, I digress ... Although Benningfield's CO Bouldering calls Butt Slammer V10, to my knowledge ... nobody's done it since it broke in the mid 1970s.  Other Nook's Rock Beta:  Colin Lantz established a line in 2004 that begins down and right from Butt Slammer at the bottom of the arete and rides the arete to Butt Slammer's topout. He called it Slut Bammer and he called it V6 or 7.  There is another hard problem established by Will LeMaire in 2005 called Window Shopper on the left side of the east overhang which more or less faces east or downhill towards the road and town. It begins on the far left on the lowest sidepulls and moves up and right past some painfully small and sharp grips to a topout on top of a short bulge. This is a hard problem that he originally thought was V12, but then backed off to say V10 or 11.  Finally, there is the traverse across the northeast face. For whatever reason, Benningfield's guide refered to this as the Westside Traverse V5, but it is quite a bit harder and not on the west side. Anyway, most people do Nook's Traverse as follows: Traverse L->R from obvious holds on the far left and up Wimpie's Revenge (the obvious shallow dihedral on the right). Consensus puts this at V8. A low sds further down and left moves into the line and ups the grade to V9 or so.  Everybody have fun....\n\n"", '\nThis is a great place to take a beginner for an intro to some bouldering and a great ""date climb"" spot, too.\n\n', '\n\n\n']"
188,North Rocks  ,http://www.mountainproject.com/v/north-rocks/106214956,,,
189,Notlim Boulder  ,http://www.mountainproject.com/v/notlim-boulder/105746602,,,
190,One Arms Rocks  ,http://www.mountainproject.com/v/one-arms-rocks/105746513,,,
191,Overhang Wall  ,http://www.mountainproject.com/v/overhang-wall/106148249,,,
192,Panorama Rock  ,http://www.mountainproject.com/v/panorama-rock/108078211,,,
193,Pebble Boulder  ,http://www.mountainproject.com/v/pebble-boulder/105746492,,,
194,Pinnacle Colada  ,http://www.mountainproject.com/v/pinnacle-colada/105812046,,['MAKB'],['\nSomeone should combine the two areas.... Pinnacle Colada and Pinnacle Colada Boulder.\n\n']
195,Pratt's Rock aka Pratt's Overhang  ,http://www.mountainproject.com/v/pratts-rock-aka-pratts-overhang/105746289,,"['Colin Lantz', 'Colin Lantz', 'Chip Phillips']","['\nActually, this is miscataloged - Smith Overhang is a problem, not a separate rock. Smith Overhang is found on the Pratt\'s Overhang block. BTW - P.B. & B.H. refer to this as Smith\'s Overhang while P.A. calls it Smith Overhang. I have always heard it referred to as Smith Overhang. It used to be that you always saw a cheater block under this problem for the start. The 2000 B.H B.O.B.B called this V5, surely describing the then standard cheater stone start. It seems that in the last few years that the harder off the ground variant has become widely accepted as the \'true"" Smith Overhang. It\'s V8 and maybe V9 when starting from the ground, i.e. start low before the glued side pull.\n\n', '\nHas anyone done, or seen another do, the Holloway traverse on this block? It\'s called The Stretcher (FA \'73) and Horan called it B2-3/V9 in the 1995 CFRB vol. 2. stating, ""Holds have broken and being tall is crucial.""\n\n', '\nTo be technically precise mods, I believe Ament always refered to this block as ""Pratt\'s Rock"" ... which is home to Pratt\'s Mantel and Pratt\'s Overhang.\n\n']"
196,Pumpkin Rock  ,http://www.mountainproject.com/v/pumpkin-rock/107145293,,,
197,Rear-End Rock  ,http://www.mountainproject.com/v/rear-end-rock/105746788,,,
198,Red Wall  ,http://www.mountainproject.com/v/red-wall/105744871,,"['Michael Sprague', 'Chip Phillips', 'Ted Lanzano', 'Chip Phillips', 'llamaface', 'Chip Phillips', 'misha zavalov', 'Wombat']","[""\nDoes anyone know the history of the line on the left-most side of Red Wall?  It's the sit-start one that starts with left hand in the deep pocket and right-hand on the crimp (you can see these in the above photo).Alternatively, you can add a traverse start from the crimps below the heel-hook jug of Center Left.I think this is a great line but have seen very few people do it.\n\n"", ""\nwhat I can tell you Michael is that there are a couple of vertical sit-down-start problems on the left side of Red Wall.  the furthest left starts with your right hand in the shallow pocket and left hand on an edge, pimp straight up on pebbles, crimps and a shallow divot or two. I refer to this as Left Side V4. FWIW, I remember Benningfield mentioning a V4 on the left side of Red Wall (although I'm not sure he called it Left Side) and Pat Ament also mentions a line he did over there in 1967 in one or more of his guides, but I doubt he did a sds in 1967.  the other problem (AND THE ONE YOU ARE APPARENTLY REFERRING TO) begins from a sds with your left hand in the pocket, right hand on an obvious crimp. start feet low then probably heel hook up and right on the high-but-really-good edge (this is THE KEY for me). move both hands up from that position a couple of times and you've got it. I've been told this is a CG problem, although I've yet to get more specifics from CG on it. I believe its about V5/6 (assuming Varney Direct is V6 not V5).  oh, the obscurity of Flagstaff Mountain. enjoy. flame on.  \n\n"", ""\nAnother way to use the pocket that Michael refers to (on the lower left side of the Red Wall)  is via the Red Wall Traverse (I think that's the name).  This starts towards  the right side of the wall and works left on the lower jugs to a stab to the left pocket (crux).  Top out from there.  Probably around V7. \n\n"", '\nThere is also an unreal left to right traverse beginning on the far left and traversing right all the way into ... Right Side. Getting into Right Side via the traverse is VERY difficult. Peter Beal indicated to me this traverse was in the neighborhood V9/10, but I suspect it might be even harder (no offense Peter), as Right Side is very hard to get into from any holds other than the starting holds.  For a more reasonable? challenge, traverse right into Moffet Direct (the direct start for Varney Direct). This IS more like V9 or 10. Whatever, have fun with these variations to the obvious lines.  peace out\n\n', ""\nDoes anyone know the name/grade of the two move wonder problem on the east side of this block? It's a lonely problem on the back of the boulder....\n\n"", '\nFor all you ever wanted to know about Red Wall and more, go to:  flagstaffmountainbouldering.bl...  The Red Wall is at/near the bottom.\n\n', '\nYo, Llamaface, backside of Redwall prob is called Sleeper -V7-.\n\n', '\n Redwall routes. \n\n']"
199,Rib Boulder  ,http://www.mountainproject.com/v/rib-boulder/107100915,,,
200,Road Sign Rock  ,http://www.mountainproject.com/v/road-sign-rock/105746668,,,
201,Shark's Rock  ,http://www.mountainproject.com/v/sharks-rock/105746749,,,
202,Three of a Kind Wall  ,http://www.mountainproject.com/v/three-of-a-kind-wall/105746578,,['Aeon Aki'],"['\nWhat is the line left of ""Round Pebble""? Starts sitting on a good flake then moves out right to crimpers and an obvious (and glued) right hand gaston then up to crimps and a tall, juggy topout.  Felt like V5ish, does it have a name?\n\n']"
203,Tombstone Spire  ,http://www.mountainproject.com/v/tombstone-spire/106747274,,,
204,Trail Side Wall aka Plain View Ridge  ,http://www.mountainproject.com/v/trail-side-wall-aka-plain-view-ridge/105804730,"40.0022, -105.294","['Dave Jackson', 'MAKB', 'adam brink', 'Chip Phillips', 'adam brink', 'Chip Phillips', 'adam brink']","['\nThis is a great little known spot to get away from the crowds and play around on an excellent little wall. The rock is good, the moves challenging and scenery spectacular! Enjoy  -D\n\n', '\nAKA Plain View Ridge. This ridge has a bunch of easy but great climbs. Good place to take beginners.\n\n', '\nAre the directions to this area wrong?  It says downhill from Cloud Shadow, but I believe it is downhill from the Monkey Traverse toward Gregory Canyon.  \n\n', ""\nPark where the directions say, cross the road, and walk downhill 3 minutes towards the Hobo Cave. Can't miss it. Take some beginners, and do all the variations, Adam. Full beta: flagstaffmountainbouldering.bl...\n\n"", '\nThanks, Chip!  Would you mind looking at the google map link at the top of the page and seeing if that is wrong then?  The map link shows the boulders at a different area than you are saying.  Thanks again for the help!\n\n', '\nYes, the map is jacked. Cross the street at the green arrow (on the current google map) and head east and then slightly south. 2-3 minutes from the car, tops.\n\n', '\nThanks, Chip.  That makes a lot more sense.  \n\n']"
205,Tree Slab  ,http://www.mountainproject.com/v/tree-slab/105746170,,"['Brian T. Wandzilak', 'XOG']","[""\nThis was one of the first areas that I went to in Flagstaff.  I had already been climbing hard for two days, so we needed a break day. Obviously Flagstaff is not exactly finger friendly, but the routes at Tree Slab are easily manageable by about any climber.  I don't know of route names or even how the lines go but they are all fun.  Probably no more than V1 on anything (if that).  A good photo op exists from the top looking down from the top of the problems. I'll try to add some photos later. Have a great time linking some of them together.  Late  \n\n"", ""\nI was up there today and someone has spray painted in 1' tall green letters just to the left of tree slab traverse. One more in a long series of vandalisms at Flagstaff - this one of the more damaging I've seen.\n\n""]"
206,Umbrella Tree  ,http://www.mountainproject.com/v/umbrella-tree/105745403,,"['Corinne McKay', 'Kevin McAllister']","[""\nNice toprope especially if you're going with people who haven't climbed much. Good gear placement for the anchor up by the tree, and the climb is fun and harder than it looks (in a good way!) Worth a couple of hours and very good climb for the effort of getting to it, which is minimal. Also is in the shade in the morning in the summer.  \n\n"", '\nThis is a really great place to take people who have never climbed before, but it is harder than it looks.  Still a really fun toprope.  If you are going to use the tree at the top as an anchor, bring some padding because continuous use as an anchor has left the bark in bad shape.\n\n']"
207,Upper Y Traverse  ,http://www.mountainproject.com/v/upper-y-traverse/105746295,,,
208,Central  ,http://www.mountainproject.com/v/central/105744237,"39.9777, -105.29","['Anonymous Coward', 'Guy H.', 'ac', 'Guy H.', 'Paul Glover', 'Pinklebear', 'Pinklebear', 'Pinklebear']","[""\nI went for a hike in the Flatirons the other day and had a look at the route Watchmaker steady.  It kinda looks like those holds were chiseled seeing as they don't look anything like any of the  other features on the rock. Not only that but for a few body lengths the route looks very ladder like, and yet this route is not  on the manufactured routes list. Is it natural?\n\n"", ""\nAccess to Shunk and Shadow Canyon will also be affected by the OSMP visitor plan.  Please review the plan's details and phone/email the council members about your concerns.\n\n"", '\nGuy- you are mistaken.  Shadow and Skunk Canyon are not in the proposed HCA areas.  The affected areas include Eldorado Mountain and the west side of Boulder/Green Mountains.  See the map of the management zones (the HCAs colored green are the areas closed to off-trail use) at:  ci.boulder.co.us/openspace/vis...\n\n', '\nAC,  I found the following comment in the pointer listed below.  ""Implement a permit system for climbs in lower Skunk Canyon and south of Shadow Canyon.""  pg15  ci.boulder.co.us/openspace/vis...  I am really not sure which areas would be affected by this permit system,  or whether this document is part of the VMP.  \n\n', ""\nSomeone recently ticked the hell out of Milk Bone. Giant, foot long ticks clearly visible from the trail. Overticking is super lame to begin with and draws attention to the crag and our scene which we need to keep super low key so we can keep this new-routing thing going. Someone has had their draws on this route for over a month now. Whoever it is please remove your draws so we don't attract negative flack from hikers or rangers. If you need to hang the draws it is easy to 4th class to the summit of Dino from the west and do a short rap off a giant flake to the anchors. And be cool to hikers no matter what retarded yum-yums they are.\n\n"", '\nTwo new applications have come in so far for the September 15 cycle (close of the deadline) for the Flatirons Fixed Hardware Review Committee. Others might come along in the next month or two, as well.  Please go here to leave comments: flatironsclimbingcouncil.wordp...  Date of the public meeting/vote to be announced in September.\n\n', '\nThe Fixed Hardware Review Committee of the Flatirons Climbing Council will hold its public meeting Wednesday, October 20, at 6 p.m. at The Spot gym, Boulder, Colorado, to discuss and vote on applications for the autumn 2010 cycle. Anyone interested is invited to come participate and cast votes for the three proposals, which can be found here: flatironsclimbingcouncil.wordp...\n\n', '\nThe Fixed Hardware Review Committee of the Flatirons Climbing Council will hold its public meeting Wednesday, July 6, at 7 p.m. at The Spot Gym, Boulder, Colorado, to discuss and vote on applications for the June 2011 cycle. Anyone interested is invited to come participate and cast votes for the three proposals (one of which is on Dinosaur Rock), which can be found here: flatironsclimbingcouncil.wordp.... You can also leave comments on the proposed applications at the above link.\n\n']"
209,North  ,http://www.mountainproject.com/v/north/105744231,"39.9872, -105.293",['Julian Smith'],"['\nGreat climbing area, but probably not the best place to go when CU has a home game.  Trying to get out of there along with all of the football fans is way epic.\n\n']"
210,The Sacred Cliffs  ,http://www.mountainproject.com/v/the-sacred-cliffs/105744298,"39.98195, -105.30157",['Dean Cool'],"[""\nThis cliff band is out there, and I'm not sure if it's worth the hike.  There is no real trail so be prepared to walk through downed branches, loose dirt, and lots of pine needles.  That being said, if you are climbing in Boulder on a Saturday, this rock may be a good option to avoid the crowds.  Though there will be a lot of people on the trail to the top of Green Mountain.  Great views and worth exploring if you have climbed a lot in Boulder and are looking for something new.  The book says about a 40 minute hike, but I would prepare for an hour, since you have to pick and choose your path.\n\n""]"
